barcode_cell	clone	atac_cell	replicate
R1.070,R2.071,R3.024,P1.22	clone8	R1.070,R2.071,R3.024,P1.02	DSS21BC-Control-m8
R1.070,R2.071,R3.030,P1.22	clone8	R1.070,R2.071,R3.030,P1.02	DSS21BC-Control-m8
R1.070,R2.082,R3.043,P1.22	clone26	R1.070,R2.082,R3.043,P1.02	DSS21BC-Control-m8
R1.070,R2.086,R3.056,P1.22	clone10	R1.070,R2.086,R3.056,P1.02	DSS21BC-Control-m8
R1.070,R2.095,R3.077,P1.22	clone20	R1.070,R2.095,R3.077,P1.02	DSS21BC-Control-m8
R1.070,R2.095,R3.095,P1.22	clone8	R1.070,R2.095,R3.095,P1.02	DSS21BC-Control-m8
R1.071,R2.007,R3.032,P1.22	clone58	R1.071,R2.007,R3.032,P1.02	DSS21BC-Control-m8
R1.071,R2.013,R3.088,P1.22	clone59	R1.071,R2.013,R3.088,P1.02	DSS21BC-Control-m8
R1.071,R2.016,R3.023,P1.22	clone242	R1.071,R2.016,R3.023,P1.02	DSS21BC-Control-m8
R1.071,R2.030,R3.016,P1.22	clone7	R1.071,R2.030,R3.016,P1.02	DSS21BC-Control-m8
R1.071,R2.040,R3.095,P1.22	clone20	R1.071,R2.040,R3.095,P1.02	DSS21BC-Control-m8
R1.071,R2.052,R3.043,P1.22	clone26	R1.071,R2.052,R3.043,P1.02	DSS21BC-Control-m8
R1.071,R2.055,R3.045,P1.22	clone34	R1.071,R2.055,R3.045,P1.02	DSS21BC-Control-m8
R1.071,R2.068,R3.046,P1.22	clone107	R1.071,R2.068,R3.046,P1.02	DSS21BC-Control-m8
R1.071,R2.088,R3.088,P1.22	clone7	R1.071,R2.088,R3.088,P1.02	DSS21BC-Control-m8
R1.072,R2.008,R3.007,P1.22	clone8	R1.072,R2.008,R3.007,P1.02	DSS21BC-Control-m8
R1.072,R2.021,R3.095,P1.22	clone8	R1.072,R2.021,R3.095,P1.02	DSS21BC-Control-m8
R1.072,R2.029,R3.004,P1.22	clone8	R1.072,R2.029,R3.004,P1.02	DSS21BC-Control-m8
R1.072,R2.031,R3.028,P1.22	clone8	R1.072,R2.031,R3.028,P1.02	DSS21BC-Control-m8
R1.072,R2.033,R3.050,P1.22	clone10,clone262	R1.072,R2.033,R3.050,P1.02	DSS21BC-Control-m8
R1.072,R2.076,R3.022,P1.22	clone133	R1.072,R2.076,R3.022,P1.02	DSS21BC-Control-m8
R1.072,R2.077,R3.035,P1.22	clone8	R1.072,R2.077,R3.035,P1.02	DSS21BC-Control-m8
R1.072,R2.083,R3.030,P1.22	clone8	R1.072,R2.083,R3.030,P1.02	DSS21BC-Control-m8
R1.072,R2.086,R3.007,P1.22	clone198	R1.072,R2.086,R3.007,P1.02	DSS21BC-Control-m8
R1.072,R2.095,R3.011,P1.22	clone20	R1.072,R2.095,R3.011,P1.02	DSS21BC-Control-m8
R1.073,R2.002,R3.001,P1.22	clone26	R1.073,R2.002,R3.001,P1.02	DSS21BC-Control-m8
R1.073,R2.011,R3.066,P1.22	clone10	R1.073,R2.011,R3.066,P1.02	DSS21BC-Control-m8
R1.073,R2.018,R3.034,P1.22	clone7	R1.073,R2.018,R3.034,P1.02	DSS21BC-Control-m8
R1.073,R2.025,R3.012,P1.22	clone354	R1.073,R2.025,R3.012,P1.02	DSS21BC-Control-m8
R1.073,R2.027,R3.088,P1.22	clone8	R1.073,R2.027,R3.088,P1.02	DSS21BC-Control-m8
R1.073,R2.028,R3.003,P1.22	clone8	R1.073,R2.028,R3.003,P1.02	DSS21BC-Control-m8
R1.073,R2.033,R3.023,P1.22	clone356	R1.073,R2.033,R3.023,P1.02	DSS21BC-Control-m8
R1.073,R2.043,R3.056,P1.22	clone8	R1.073,R2.043,R3.056,P1.02	DSS21BC-Control-m8
R1.073,R2.047,R3.001,P1.22	clone141	R1.073,R2.047,R3.001,P1.02	DSS21BC-Control-m8
R1.073,R2.049,R3.042,P1.22	clone132	R1.073,R2.049,R3.042,P1.02	DSS21BC-Control-m8
R1.073,R2.065,R3.050,P1.22	clone20	R1.073,R2.065,R3.050,P1.02	DSS21BC-Control-m8
R1.073,R2.087,R3.095,P1.22	clone10	R1.073,R2.087,R3.095,P1.02	DSS21BC-Control-m8
R1.074,R2.001,R3.048,P1.22	clone10	R1.074,R2.001,R3.048,P1.02	DSS21BC-Control-m8
R1.074,R2.009,R3.090,P1.22	clone8,clone20	R1.074,R2.009,R3.090,P1.02	DSS21BC-Control-m8
R1.074,R2.010,R3.017,P1.22	clone7	R1.074,R2.010,R3.017,P1.02	DSS21BC-Control-m8
R1.074,R2.010,R3.059,P1.22	clone182	R1.074,R2.010,R3.059,P1.02	DSS21BC-Control-m8
R1.074,R2.012,R3.081,P1.22	clone7	R1.074,R2.012,R3.081,P1.02	DSS21BC-Control-m8
R1.074,R2.021,R3.021,P1.22	clone306	R1.074,R2.021,R3.021,P1.02	DSS21BC-Control-m8
R1.074,R2.025,R3.065,P1.22	clone7	R1.074,R2.025,R3.065,P1.02	DSS21BC-Control-m8
R1.074,R2.026,R3.033,P1.22	clone7	R1.074,R2.026,R3.033,P1.02	DSS21BC-Control-m8
R1.074,R2.028,R3.057,P1.22	clone7	R1.074,R2.028,R3.057,P1.02	DSS21BC-Control-m8
R1.074,R2.033,R3.013,P1.22	clone8	R1.074,R2.033,R3.013,P1.02	DSS21BC-Control-m8
R1.074,R2.041,R3.044,P1.22	clone20	R1.074,R2.041,R3.044,P1.02	DSS21BC-Control-m8
R1.074,R2.065,R3.041,P1.22	clone10	R1.074,R2.065,R3.041,P1.02	DSS21BC-Control-m8
R1.074,R2.066,R3.057,P1.22	clone20	R1.074,R2.066,R3.057,P1.02	DSS21BC-Control-m8
R1.074,R2.084,R3.023,P1.22	clone20	R1.074,R2.084,R3.023,P1.02	DSS21BC-Control-m8
R1.074,R2.089,R3.025,P1.22	clone435	R1.074,R2.089,R3.025,P1.02	DSS21BC-Control-m8
R1.074,R2.092,R3.016,P1.22	clone7	R1.074,R2.092,R3.016,P1.02	DSS21BC-Control-m8
R1.075,R2.001,R3.009,P1.22	clone10,clone107	R1.075,R2.001,R3.009,P1.02	DSS21BC-Control-m8
R1.075,R2.014,R3.030,P1.22	clone20	R1.075,R2.014,R3.030,P1.02	DSS21BC-Control-m8
R1.075,R2.034,R3.044,P1.22	clone134	R1.075,R2.034,R3.044,P1.02	DSS21BC-Control-m8
R1.075,R2.035,R3.002,P1.22	clone8	R1.075,R2.035,R3.002,P1.02	DSS21BC-Control-m8
R1.075,R2.036,R3.021,P1.22	clone20	R1.075,R2.036,R3.021,P1.02	DSS21BC-Control-m8
R1.075,R2.041,R3.060,P1.22	clone10	R1.075,R2.041,R3.060,P1.02	DSS21BC-Control-m8
R1.075,R2.058,R3.034,P1.22	clone20	R1.075,R2.058,R3.034,P1.02	DSS21BC-Control-m8
R1.075,R2.062,R3.062,P1.22	clone10	R1.075,R2.062,R3.062,P1.02	DSS21BC-Control-m8
R1.075,R2.067,R3.009,P1.22	clone20	R1.075,R2.067,R3.009,P1.02	DSS21BC-Control-m8
R1.075,R2.085,R3.071,P1.22	clone32	R1.075,R2.085,R3.071,P1.02	DSS21BC-Control-m8
R1.075,R2.093,R3.058,P1.22	clone7	R1.075,R2.093,R3.058,P1.02	DSS21BC-Control-m8
R1.076,R2.003,R3.081,P1.22	clone7	R1.076,R2.003,R3.081,P1.02	DSS21BC-Control-m8
R1.076,R2.021,R3.096,P1.22	clone7	R1.076,R2.021,R3.096,P1.02	DSS21BC-Control-m8
R1.076,R2.028,R3.042,P1.22	clone7	R1.076,R2.028,R3.042,P1.02	DSS21BC-Control-m8
R1.076,R2.028,R3.057,P1.22	clone8	R1.076,R2.028,R3.057,P1.02	DSS21BC-Control-m8
R1.076,R2.033,R3.057,P1.22	clone8	R1.076,R2.033,R3.057,P1.02	DSS21BC-Control-m8
R1.076,R2.047,R3.048,P1.22	clone8	R1.076,R2.047,R3.048,P1.02	DSS21BC-Control-m8
R1.076,R2.049,R3.015,P1.22	clone172	R1.076,R2.049,R3.015,P1.02	DSS21BC-Control-m8
R1.076,R2.050,R3.060,P1.22	clone8	R1.076,R2.050,R3.060,P1.02	DSS21BC-Control-m8
R1.076,R2.052,R3.024,P1.22	clone8	R1.076,R2.052,R3.024,P1.02	DSS21BC-Control-m8
R1.076,R2.059,R3.095,P1.22	clone26	R1.076,R2.059,R3.095,P1.02	DSS21BC-Control-m8
R1.076,R2.060,R3.073,P1.22	clone8	R1.076,R2.060,R3.073,P1.02	DSS21BC-Control-m8
R1.076,R2.061,R3.047,P1.22	clone8	R1.076,R2.061,R3.047,P1.02	DSS21BC-Control-m8
R1.076,R2.065,R3.052,P1.22	clone7	R1.076,R2.065,R3.052,P1.02	DSS21BC-Control-m8
R1.076,R2.067,R3.026,P1.22	clone32	R1.076,R2.067,R3.026,P1.02	DSS21BC-Control-m8
R1.076,R2.088,R3.007,P1.22	clone8	R1.076,R2.088,R3.007,P1.02	DSS21BC-Control-m8
R1.076,R2.089,R3.013,P1.22	clone55	R1.076,R2.089,R3.013,P1.02	DSS21BC-Control-m8
R1.077,R2.012,R3.005,P1.22	clone7	R1.077,R2.012,R3.005,P1.02	DSS21BC-Control-m8
R1.077,R2.027,R3.032,P1.22	clone8	R1.077,R2.027,R3.032,P1.02	DSS21BC-Control-m8
R1.077,R2.030,R3.035,P1.22	clone7	R1.077,R2.030,R3.035,P1.02	DSS21BC-Control-m8
R1.077,R2.032,R3.096,P1.22	clone20	R1.077,R2.032,R3.096,P1.02	DSS21BC-Control-m8
R1.077,R2.040,R3.031,P1.22	clone8	R1.077,R2.040,R3.031,P1.02	DSS21BC-Control-m8
R1.077,R2.040,R3.080,P1.22	clone7	R1.077,R2.040,R3.080,P1.02	DSS21BC-Control-m8
R1.077,R2.056,R3.065,P1.22	clone7	R1.077,R2.056,R3.065,P1.02	DSS21BC-Control-m8
R1.077,R2.090,R3.012,P1.22	clone8	R1.077,R2.090,R3.012,P1.02	DSS21BC-Control-m8
R1.078,R2.013,R3.034,P1.22	clone8	R1.078,R2.013,R3.034,P1.02	DSS21BC-Control-m8
R1.078,R2.013,R3.063,P1.22	clone10	R1.078,R2.013,R3.063,P1.02	DSS21BC-Control-m8
R1.078,R2.032,R3.045,P1.22	clone7	R1.078,R2.032,R3.045,P1.02	DSS21BC-Control-m8
R1.078,R2.034,R3.016,P1.22	clone7	R1.078,R2.034,R3.016,P1.02	DSS21BC-Control-m8
R1.078,R2.037,R3.055,P1.22	clone182	R1.078,R2.037,R3.055,P1.02	DSS21BC-Control-m8
R1.078,R2.043,R3.012,P1.22	clone10	R1.078,R2.043,R3.012,P1.02	DSS21BC-Control-m8
R1.078,R2.047,R3.046,P1.22	clone7	R1.078,R2.047,R3.046,P1.02	DSS21BC-Control-m8
R1.078,R2.048,R3.045,P1.22	clone7	R1.078,R2.048,R3.045,P1.02	DSS21BC-Control-m8
R1.078,R2.049,R3.028,P1.22	clone10	R1.078,R2.049,R3.028,P1.02	DSS21BC-Control-m8
R1.078,R2.055,R3.064,P1.22	clone20	R1.078,R2.055,R3.064,P1.02	DSS21BC-Control-m8
R1.078,R2.063,R3.053,P1.22	clone10	R1.078,R2.063,R3.053,P1.02	DSS21BC-Control-m8
R1.078,R2.086,R3.066,P1.22	clone234	R1.078,R2.086,R3.066,P1.02	DSS21BC-Control-m8
R1.078,R2.094,R3.013,P1.22	clone7	R1.078,R2.094,R3.013,P1.02	DSS21BC-Control-m8
R1.079,R2.003,R3.010,P1.22	clone7	R1.079,R2.003,R3.010,P1.02	DSS21BC-Control-m8
R1.079,R2.007,R3.023,P1.22	clone356	R1.079,R2.007,R3.023,P1.02	DSS21BC-Control-m8
R1.079,R2.014,R3.046,P1.22	clone26	R1.079,R2.014,R3.046,P1.02	DSS21BC-Control-m8
R1.079,R2.015,R3.092,P1.22	clone20	R1.079,R2.015,R3.092,P1.02	DSS21BC-Control-m8
R1.079,R2.021,R3.072,P1.22	clone8	R1.079,R2.021,R3.072,P1.02	DSS21BC-Control-m8
R1.079,R2.028,R3.086,P1.22	clone20	R1.079,R2.028,R3.086,P1.02	DSS21BC-Control-m8
R1.079,R2.031,R3.083,P1.22	clone26	R1.079,R2.031,R3.083,P1.02	DSS21BC-Control-m8
R1.079,R2.038,R3.051,P1.22	clone55	R1.079,R2.038,R3.051,P1.02	DSS21BC-Control-m8
R1.079,R2.040,R3.087,P1.22	clone122	R1.079,R2.040,R3.087,P1.02	DSS21BC-Control-m8
R1.079,R2.046,R3.064,P1.22	clone10	R1.079,R2.046,R3.064,P1.02	DSS21BC-Control-m8
R1.079,R2.049,R3.009,P1.22	clone249	R1.079,R2.049,R3.009,P1.02	DSS21BC-Control-m8
R1.079,R2.050,R3.069,P1.22	clone7	R1.079,R2.050,R3.069,P1.02	DSS21BC-Control-m8
R1.079,R2.064,R3.064,P1.22	clone7,clone26	R1.079,R2.064,R3.064,P1.02	DSS21BC-Control-m8
R1.079,R2.069,R3.029,P1.22	clone134	R1.079,R2.069,R3.029,P1.02	DSS21BC-Control-m8
R1.079,R2.087,R3.079,P1.22	clone10	R1.079,R2.087,R3.079,P1.02	DSS21BC-Control-m8
R1.079,R2.088,R3.080,P1.22	clone20	R1.079,R2.088,R3.080,P1.02	DSS21BC-Control-m8
R1.079,R2.094,R3.004,P1.22	clone7	R1.079,R2.094,R3.004,P1.02	DSS21BC-Control-m8
R1.080,R2.008,R3.036,P1.22	clone8	R1.080,R2.008,R3.036,P1.02	DSS21BC-Control-m8
R1.080,R2.023,R3.064,P1.22	clone7	R1.080,R2.023,R3.064,P1.02	DSS21BC-Control-m8
R1.080,R2.029,R3.079,P1.22	clone10	R1.080,R2.029,R3.079,P1.02	DSS21BC-Control-m8
R1.080,R2.031,R3.054,P1.22	clone7	R1.080,R2.031,R3.054,P1.02	DSS21BC-Control-m8
R1.080,R2.035,R3.075,P1.22	clone58	R1.080,R2.035,R3.075,P1.02	DSS21BC-Control-m8
R1.080,R2.040,R3.076,P1.22	clone7	R1.080,R2.040,R3.076,P1.02	DSS21BC-Control-m8
R1.080,R2.072,R3.058,P1.22	clone10	R1.080,R2.072,R3.058,P1.02	DSS21BC-Control-m8
R1.080,R2.077,R3.033,P1.22	clone497	R1.080,R2.077,R3.033,P1.02	DSS21BC-Control-m8
R1.080,R2.086,R3.078,P1.22	clone249	R1.080,R2.086,R3.078,P1.02	DSS21BC-Control-m8
R1.081,R2.010,R3.040,P1.22	clone17	R1.081,R2.010,R3.040,P1.02	DSS21BC-Control-m9
R1.081,R2.010,R3.087,P1.22	clone17	R1.081,R2.010,R3.087,P1.02	DSS21BC-Control-m9
R1.081,R2.019,R3.073,P1.22	clone18	R1.081,R2.019,R3.073,P1.02	DSS21BC-Control-m9
R1.081,R2.025,R3.080,P1.22	clone19	R1.081,R2.025,R3.080,P1.02	DSS21BC-Control-m9
R1.081,R2.037,R3.033,P1.22	clone17	R1.081,R2.037,R3.033,P1.02	DSS21BC-Control-m9
R1.081,R2.065,R3.068,P1.22	clone17	R1.081,R2.065,R3.068,P1.02	DSS21BC-Control-m9
R1.081,R2.068,R3.081,P1.22	clone279	R1.081,R2.068,R3.081,P1.02	DSS21BC-Control-m9
R1.081,R2.083,R3.084,P1.22	clone17	R1.081,R2.083,R3.084,P1.02	DSS21BC-Control-m9
R1.081,R2.090,R3.012,P1.22	clone17	R1.081,R2.090,R3.012,P1.02	DSS21BC-Control-m9
R1.082,R2.037,R3.043,P1.22	clone19	R1.082,R2.037,R3.043,P1.02	DSS21BC-Control-m9
R1.082,R2.051,R3.006,P1.22	clone17	R1.082,R2.051,R3.006,P1.02	DSS21BC-Control-m9
R1.082,R2.057,R3.009,P1.22	clone100	R1.082,R2.057,R3.009,P1.02	DSS21BC-Control-m9
R1.082,R2.089,R3.092,P1.22	clone17	R1.082,R2.089,R3.092,P1.02	DSS21BC-Control-m9
R1.082,R2.092,R3.005,P1.22	clone17	R1.082,R2.092,R3.005,P1.02	DSS21BC-Control-m9
R1.082,R2.092,R3.057,P1.22	clone83	R1.082,R2.092,R3.057,P1.02	DSS21BC-Control-m9
R1.083,R2.025,R3.071,P1.22	clone83	R1.083,R2.025,R3.071,P1.02	DSS21BC-Control-m9
R1.083,R2.052,R3.042,P1.22	clone18	R1.083,R2.052,R3.042,P1.02	DSS21BC-Control-m9
R1.083,R2.071,R3.033,P1.22	clone19	R1.083,R2.071,R3.033,P1.02	DSS21BC-Control-m9
R1.084,R2.005,R3.023,P1.22	clone17	R1.084,R2.005,R3.023,P1.02	DSS21BC-Control-m9
R1.084,R2.007,R3.054,P1.22	clone17	R1.084,R2.007,R3.054,P1.02	DSS21BC-Control-m9
R1.084,R2.018,R3.013,P1.22	clone19	R1.084,R2.018,R3.013,P1.02	DSS21BC-Control-m9
R1.084,R2.033,R3.034,P1.22	clone17	R1.084,R2.033,R3.034,P1.02	DSS21BC-Control-m9
R1.084,R2.034,R3.005,P1.22	clone17	R1.084,R2.034,R3.005,P1.02	DSS21BC-Control-m9
R1.084,R2.052,R3.087,P1.22	clone169	R1.084,R2.052,R3.087,P1.02	DSS21BC-Control-m9
R1.084,R2.071,R3.095,P1.22	clone19	R1.084,R2.071,R3.095,P1.02	DSS21BC-Control-m9
R1.084,R2.081,R3.033,P1.22	clone18	R1.084,R2.081,R3.033,P1.02	DSS21BC-Control-m9
R1.085,R2.007,R3.086,P1.22	clone19	R1.085,R2.007,R3.086,P1.02	DSS21BC-Control-m9
R1.085,R2.007,R3.088,P1.22	clone19	R1.085,R2.007,R3.088,P1.02	DSS21BC-Control-m9
R1.085,R2.008,R3.075,P1.22	clone398	R1.085,R2.008,R3.075,P1.02	DSS21BC-Control-m9
R1.085,R2.091,R3.085,P1.22	clone19	R1.085,R2.091,R3.085,P1.02	DSS21BC-Control-m9
R1.085,R2.092,R3.039,P1.22	clone17	R1.085,R2.092,R3.039,P1.02	DSS21BC-Control-m9
R1.086,R2.007,R3.067,P1.22	clone18	R1.086,R2.007,R3.067,P1.02	DSS21BC-Control-m9
R1.086,R2.023,R3.030,P1.22	clone18	R1.086,R2.023,R3.030,P1.02	DSS21BC-Control-m9
R1.087,R2.011,R3.028,P1.22	clone100	R1.087,R2.011,R3.028,P1.02	DSS21BC-Control-m9
R1.087,R2.013,R3.070,P1.22	clone17	R1.087,R2.013,R3.070,P1.02	DSS21BC-Control-m9
R1.087,R2.037,R3.041,P1.22	clone18	R1.087,R2.037,R3.041,P1.02	DSS21BC-Control-m9
R1.087,R2.068,R3.021,P1.22	clone17	R1.087,R2.068,R3.021,P1.02	DSS21BC-Control-m9
R1.087,R2.079,R3.066,P1.22	clone18	R1.087,R2.079,R3.066,P1.02	DSS21BC-Control-m9
R1.087,R2.096,R3.008,P1.22	clone19	R1.087,R2.096,R3.008,P1.02	DSS21BC-Control-m9
R1.088,R2.019,R3.022,P1.22	clone18	R1.088,R2.019,R3.022,P1.02	DSS21BC-Control-m9
R1.088,R2.029,R3.075,P1.22	clone18	R1.088,R2.029,R3.075,P1.02	DSS21BC-Control-m9
R1.088,R2.087,R3.069,P1.22	clone100	R1.088,R2.087,R3.069,P1.02	DSS21BC-Control-m9
R1.089,R2.009,R3.074,P1.22	clone19	R1.089,R2.009,R3.074,P1.02	DSS21BC-Control-m9
R1.089,R2.019,R3.004,P1.22	clone17	R1.089,R2.019,R3.004,P1.02	DSS21BC-Control-m9
R1.089,R2.034,R3.033,P1.22	clone19	R1.089,R2.034,R3.033,P1.02	DSS21BC-Control-m9
R1.090,R2.069,R3.072,P1.22	clone88	R1.090,R2.069,R3.072,P1.02	DSS21BC-Control-m9
R1.091,R2.041,R3.087,P1.22	clone169	R1.091,R2.041,R3.087,P1.02	DSS21BC-Control-m9
R1.091,R2.091,R3.089,P1.22	clone17	R1.091,R2.091,R3.089,P1.02	DSS21BC-Control-m9
R1.092,R2.022,R3.005,P1.22	clone18	R1.092,R2.022,R3.005,P1.02	DSS21BC-Control-m9
R1.092,R2.047,R3.089,P1.22	clone17	R1.092,R2.047,R3.089,P1.02	DSS21BC-Control-m9
R1.092,R2.094,R3.072,P1.22	clone19	R1.092,R2.094,R3.072,P1.02	DSS21BC-Control-m9
R1.093,R2.028,R3.082,P1.22	clone151	R1.093,R2.028,R3.082,P1.02	DSS21BC-Control-m9
R1.093,R2.069,R3.079,P1.22	clone54	R1.093,R2.069,R3.079,P1.02	DSS21BC-Control-m9
R1.093,R2.071,R3.011,P1.22	clone204	R1.093,R2.071,R3.011,P1.02	DSS21BC-Control-m9
R1.094,R2.029,R3.048,P1.22	clone43	R1.094,R2.029,R3.048,P1.02	DSS21BC-Control-m9
R1.094,R2.084,R3.088,P1.22	clone45,clone54	R1.094,R2.084,R3.088,P1.02	DSS21BC-Control-m9
R1.095,R2.030,R3.022,P1.22	clone18	R1.095,R2.030,R3.022,P1.02	DSS21BC-Control-m9
R1.095,R2.055,R3.083,P1.22	clone372	R1.095,R2.055,R3.083,P1.02	DSS21BC-Control-m9
R1.095,R2.057,R3.019,P1.22	clone17	R1.095,R2.057,R3.019,P1.02	DSS21BC-Control-m9
R1.095,R2.057,R3.068,P1.22	clone17	R1.095,R2.057,R3.068,P1.02	DSS21BC-Control-m9
R1.095,R2.061,R3.020,P1.22	clone19	R1.095,R2.061,R3.020,P1.02	DSS21BC-Control-m9
R1.095,R2.072,R3.085,P1.22	clone17	R1.095,R2.072,R3.085,P1.02	DSS21BC-Control-m9
R1.095,R2.082,R3.011,P1.22	clone17	R1.095,R2.082,R3.011,P1.02	DSS21BC-Control-m9
R1.095,R2.087,R3.094,P1.22	clone18	R1.095,R2.087,R3.094,P1.02	DSS21BC-Control-m9
R1.096,R2.005,R3.037,P1.22	clone128	R1.096,R2.005,R3.037,P1.02	DSS21BC-Control-m9
R1.096,R2.025,R3.079,P1.22	clone279	R1.096,R2.025,R3.079,P1.02	DSS21BC-Control-m9
R1.096,R2.063,R3.015,P1.22	clone257	R1.096,R2.063,R3.015,P1.02	DSS21BC-Control-m9
R1.096,R2.067,R3.003,P1.22	clone17	R1.096,R2.067,R3.003,P1.02	DSS21BC-Control-m9
R1.096,R2.067,R3.019,P1.22	clone17,clone100	R1.096,R2.067,R3.019,P1.02	DSS21BC-Control-m9
R1.001,R2.005,R3.022,P1.03	clone6	R1.001,R2.005,R3.022,P1.25	DSS21BC-DSS-m1
R1.001,R2.041,R3.041,P1.03	clone98	R1.001,R2.041,R3.041,P1.25	DSS21BC-DSS-m1
R1.001,R2.063,R3.031,P1.03	clone64	R1.001,R2.063,R3.031,P1.25	DSS21BC-DSS-m1
R1.001,R2.068,R3.059,P1.03	clone25	R1.001,R2.068,R3.059,P1.25	DSS21BC-DSS-m1
R1.001,R2.068,R3.064,P1.03	clone21	R1.001,R2.068,R3.064,P1.25	DSS21BC-DSS-m1
R1.001,R2.076,R3.008,P1.03	clone6	R1.001,R2.076,R3.008,P1.25	DSS21BC-DSS-m1
R1.001,R2.093,R3.017,P1.03	clone265	R1.001,R2.093,R3.017,P1.25	DSS21BC-DSS-m1
R1.002,R2.003,R3.090,P1.03	clone79	R1.002,R2.003,R3.090,P1.25	DSS21BC-DSS-m1
R1.002,R2.026,R3.026,P1.03	clone131	R1.002,R2.026,R3.026,P1.25	DSS21BC-DSS-m1
R1.002,R2.037,R3.045,P1.03	clone64	R1.002,R2.037,R3.045,P1.25	DSS21BC-DSS-m1
R1.002,R2.037,R3.054,P1.03	clone6	R1.002,R2.037,R3.054,P1.25	DSS21BC-DSS-m1
R1.002,R2.037,R3.062,P1.03	clone95	R1.002,R2.037,R3.062,P1.25	DSS21BC-DSS-m1
R1.002,R2.042,R3.030,P1.03	clone95	R1.002,R2.042,R3.030,P1.25	DSS21BC-DSS-m1
R1.002,R2.051,R3.026,P1.03	clone25	R1.002,R2.051,R3.026,P1.25	DSS21BC-DSS-m1
R1.002,R2.057,R3.043,P1.03	clone125	R1.002,R2.057,R3.043,P1.25	DSS21BC-DSS-m1
R1.002,R2.069,R3.048,P1.03	clone21	R1.002,R2.069,R3.048,P1.25	DSS21BC-DSS-m1
R1.002,R2.073,R3.050,P1.03	clone6	R1.002,R2.073,R3.050,P1.25	DSS21BC-DSS-m1
R1.002,R2.074,R3.047,P1.03	clone6	R1.002,R2.074,R3.047,P1.25	DSS21BC-DSS-m1
R1.002,R2.076,R3.029,P1.03	clone6	R1.002,R2.076,R3.029,P1.25	DSS21BC-DSS-m1
R1.003,R2.011,R3.088,P1.03	clone6	R1.003,R2.011,R3.088,P1.25	DSS21BC-DSS-m1
R1.003,R2.028,R3.018,P1.03	clone6	R1.003,R2.028,R3.018,P1.25	DSS21BC-DSS-m1
R1.003,R2.091,R3.061,P1.03	clone336,clone290	R1.003,R2.091,R3.061,P1.25	DSS21BC-DSS-m1
R1.004,R2.014,R3.095,P1.03	clone98	R1.004,R2.014,R3.095,P1.25	DSS21BC-DSS-m1
R1.004,R2.026,R3.065,P1.03	clone206	R1.004,R2.026,R3.065,P1.25	DSS21BC-DSS-m1
R1.004,R2.034,R3.069,P1.03	clone96	R1.004,R2.034,R3.069,P1.25	DSS21BC-DSS-m1
R1.004,R2.035,R3.079,P1.03	clone21	R1.004,R2.035,R3.079,P1.25	DSS21BC-DSS-m1
R1.004,R2.037,R3.062,P1.03	clone25	R1.004,R2.037,R3.062,P1.25	DSS21BC-DSS-m1
R1.004,R2.044,R3.046,P1.03	clone36	R1.004,R2.044,R3.046,P1.25	DSS21BC-DSS-m1
R1.004,R2.047,R3.087,P1.03	clone67	R1.004,R2.047,R3.087,P1.25	DSS21BC-DSS-m1
R1.004,R2.052,R3.005,P1.03	clone6	R1.004,R2.052,R3.005,P1.25	DSS21BC-DSS-m1
R1.004,R2.052,R3.089,P1.03	clone111	R1.004,R2.052,R3.089,P1.25	DSS21BC-DSS-m1
R1.004,R2.056,R3.062,P1.03	clone6	R1.004,R2.056,R3.062,P1.25	DSS21BC-DSS-m1
R1.004,R2.065,R3.066,P1.03	clone10,clone7275	R1.004,R2.065,R3.066,P1.25	DSS21BC-DSS-m1
R1.004,R2.067,R3.017,P1.03	clone23	R1.004,R2.067,R3.017,P1.25	DSS21BC-DSS-m1
R1.004,R2.068,R3.019,P1.03	clone25	R1.004,R2.068,R3.019,P1.25	DSS21BC-DSS-m1
R1.004,R2.074,R3.059,P1.03	clone64	R1.004,R2.074,R3.059,P1.25	DSS21BC-DSS-m1
R1.004,R2.078,R3.088,P1.03	clone6	R1.004,R2.078,R3.088,P1.25	DSS21BC-DSS-m1
R1.004,R2.088,R3.019,P1.03	clone23	R1.004,R2.088,R3.019,P1.25	DSS21BC-DSS-m1
R1.004,R2.094,R3.056,P1.03	clone23	R1.004,R2.094,R3.056,P1.25	DSS21BC-DSS-m1
R1.005,R2.005,R3.014,P1.03	clone6	R1.005,R2.005,R3.014,P1.25	DSS21BC-DSS-m1
R1.005,R2.009,R3.013,P1.03	clone6	R1.005,R2.009,R3.013,P1.25	DSS21BC-DSS-m1
R1.005,R2.011,R3.050,P1.03	clone308	R1.005,R2.011,R3.050,P1.25	DSS21BC-DSS-m1
R1.005,R2.025,R3.056,P1.03	clone96	R1.005,R2.025,R3.056,P1.25	DSS21BC-DSS-m1
R1.005,R2.038,R3.088,P1.03	clone21	R1.005,R2.038,R3.088,P1.25	DSS21BC-DSS-m1
R1.005,R2.053,R3.060,P1.03	clone308	R1.005,R2.053,R3.060,P1.25	DSS21BC-DSS-m1
R1.005,R2.055,R3.038,P1.03	clone6	R1.005,R2.055,R3.038,P1.25	DSS21BC-DSS-m1
R1.005,R2.060,R3.048,P1.03	clone6	R1.005,R2.060,R3.048,P1.25	DSS21BC-DSS-m1
